ACTIVITY_INSTANCE_NAME,ACTIVITY_ITEM_CLASS_NAME,ACTIVITY_ITEM_TYPE,ACTIVITY_ITEM_VALUE,IS_ADAM_PARAM_SPECIFIC
Symptoms Present During Event,test_name,terms,FATEST:Symptoms present during event,
Risk Factor - Trauma to the Pancreas,categoric_finding_original_result,,,
Risk Factor - Trauma to the Pancreas,domain,terms,DOMAIN:FA,
Risk Factor - Trauma to the Pancreas,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Risk Factor - Trauma to the Pancreas,finding_subcategory,terms,FINDSCAT:PANCREATITIS RISK FACTORS,
Risk Factor - Trauma to the Pancreas,test_code,terms,FATESTCD:PANTRUMA,
Risk Factor - Trauma to the Pancreas,test_name,terms,FATEST:Risk factor - Trauma to the pancreas,
Treatment Type,categoric_finding_original_result,,,
Treatment Type,domain,terms,DOMAIN:FA,
Treatment Type,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Treatment Type,test_code,terms,FATESTCD:PANTRT,
Treatment Type,test_name,terms,FATEST:Treatment type,
Imaging Method - Ultrasound,categoric_finding_original_result,,,
Imaging Method - Ultrasound,domain,terms,DOMAIN:FA,
Imaging Method - Ultrasound,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Imaging Method - Ultrasound,finding_subcategory,terms,FINDSCAT:PANCREATITIS IMAGING,
Imaging Method - Ultrasound,test_code,terms,FATESTCD:PANULTRA,
Imaging Method - Ultrasound,test_name,terms,FATEST:Imaging method - Ultrasound,
Vomiting as Symptom,categoric_finding_original_result,,,
Vomiting as Symptom,domain,terms,DOMAIN:FA,
Vomiting as Symptom,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Vomiting as Symptom,finding_subcategory,terms,FINDSCAT:PANCREATITIS SIGNS AND SYMPTOMS,
Vomiting as Symptom,test_code,terms,FATESTCD:PANVOMIT,
Vomiting as Symptom,test_name,terms,FATEST:Vomiting during Course of Pancreatitis,
PH Dipstick,categoric_finding_original_result,,,
PH Dipstick,specimen,,,
PH Dipstick,domain,terms,DOMAIN:LB,
PH Dipstick,finding_category,terms,FINDCAT:URINALYSIS,
PH Dipstick,test_code,terms,LBTESTCD:PH,
PH Dipstick,test_name,terms,LBTEST:pH,
Urine pH,numeric_finding_original_result,,,
Urine pH,numeric_finding_original_result_unit,,,
Urine pH,specimen,,,
Urine pH,domain,terms,DOMAIN:LB,
Urine pH,finding_category,terms,FINDCAT:URINALYSIS,
Urine pH,unit_dimension,terms,UNITDIM:NO UNIT,
Urine pH,standard_unit,units,no unit,
Urine pH,loinc,,,
Urine pH,test_code,terms,LBTESTCD:PH,
Urine pH,test_name,terms,LBTEST:pH,
Platelets,numeric_finding_original_result,,,
Platelets,numeric_finding_original_result_unit,,,
Platelets,domain,terms,DOMAIN:LB,
Platelets,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Platelets,unit_dimension,terms,UNITDIM:CELL COUNT,
Platelets,standard_unit,units,10^9/L,
Platelets,test_code,terms,LBTESTCD:PLAT,
Platelets,test_name,terms,LBTEST:Platelets,
"Potassium, AE Requiring Additional Data",numeric_finding_original_result,,,
"Potassium, AE Requiring Additional Data",numeric_finding_original_result_unit,,,
"Potassium, AE Requiring Additional Data",domain,terms,DOMAIN:LB,
"Potassium, AE Requiring Additional Data",finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
"Potassium, AE Requiring Additional Data",unit_dimension,terms,UNITDIM:CONCENTRATION,
"Potassium, AE Requiring Additional Data",standard_unit,units,mmol/L,
"Potassium, AE Requiring Additional Data",molecular_weight,,,
"Potassium, AE Requiring Additional Data",test_code,terms,LBTESTCD:K,
"Potassium, AE Requiring Additional Data",test_name,terms,LBTEST:Potassium,
"Potassium, Biochemistry",numeric_finding_original_result,,,
"Potassium, Biochemistry",numeric_finding_original_result_unit,,,
"Potassium, Biochemistry",specimen,,,
"Potassium, Biochemistry",domain,terms,DOMAIN:LB,
"Potassium, Biochemistry",finding_category,terms,FINDCAT:BIOCHEMISTRY,
"Potassium, Biochemistry",unit_dimension,terms,UNITDIM:CONCENTRATION,
"Potassium, Biochemistry",standard_unit,units,mmol/L,
"Potassium, Biochemistry",molecular_weight,,,
"Potassium, Biochemistry",loinc,,,
"Potassium, Biochemistry",test_code,terms,LBTESTCD:K,
"Potassium, Biochemistry",test_name,terms,LBTEST:Potassium,
Protein,numeric_finding_original_result,,,
Protein,numeric_finding_original_result_unit,,,
Protein,specimen,,,
Protein,domain,terms,DOMAIN:LB,
Protein,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Protein,unit_dimension,terms,UNITDIM:CONCENTRATION,
Protein,standard_unit,units,g/L,
Protein,test_code,terms,LBTESTCD:PROT,
Protein,test_name,terms,LBTEST:Protein,
"Prothrombin Time, AE Requiring Additional Data",numeric_finding_original_result,,,
"Prothrombin Time, AE Requiring Additional Data",numeric_finding_original_result_unit,,,
"Prothrombin Time, AE Requiring Additional Data",domain,terms,DOMAIN:LB,
"Prothrombin Time, AE Requiring Additional Data",finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
"Prothrombin Time, AE Requiring Additional Data",unit_dimension,terms,UNITDIM:TIME,
"Prothrombin Time, AE Requiring Additional Data",standard_unit,units,s,
"Prothrombin Time, AE Requiring Additional Data",test_code,terms,LBTESTCD:PT,
"Prothrombin Time, AE Requiring Additional Data",test_name,terms,LBTEST:Prothrombin Time,
"Protein Urine, Stick",categoric_finding_original_result,,,
"Protein Urine, Stick",specimen,,,
"Protein Urine, Stick",domain,terms,DOMAIN:LB,
"Protein Urine, Stick",finding_category,terms,FINDCAT:URINALYSIS,
"Protein Urine, Stick",loinc,,,
"Protein Urine, Stick",test_code,terms,LBTESTCD:PROT,
"Protein Urine, Stick",test_name,terms,LBTEST:Protein,
"Prothrombin Time, Plasma",numeric_finding_original_result,,,
"Prothrombin Time, Plasma",numeric_finding_original_result_unit,,,
"Prothrombin Time, Plasma",specimen,,,
"Prothrombin Time, Plasma",domain,terms,DOMAIN:LB,
"Prothrombin Time, Plasma",finding_category,terms,FINDCAT:COAGULATION PARAMETER,
"Prothrombin Time, Plasma",unit_dimension,terms,UNITDIM:TIME,
"Prothrombin Time, Plasma",standard_unit,units,s,
"Prothrombin Time, Plasma",loinc,,,
"Prothrombin Time, Plasma",test_code,terms,LBTESTCD:PT,
"Prothrombin Time, Plasma",test_name,terms,LBTEST:Prothrombin Time,
Pulse,numeric_finding_original_result,,,
Pulse,numeric_finding_original_result_unit,,,
Pulse,domain,terms,DOMAIN:VS,
Pulse,finding_category,terms,FINDCAT:VITAL SIGNS,
Pulse,unit_dimension,terms,UNITDIM:BEAT RATE,
Pulse,standard_unit,units,beats/min,
Pulse,position,terms,POSITION:SUPINE||SITTING,
Pulse,test_code,terms,VSTESTCD:PULSE,
Pulse,test_name,terms,VSTEST:Pulse Rate,
Race,categoric_finding_original_result,,,
Race,domain,terms,DOMAIN:DM,
Race,finding_category,terms,FINDCAT:DEMOGRAPHY,
Randomisation Date,domain,terms,DOMAIN:DS,
Randomisation Date,finding_category,terms,FINDCAT:PROTOCOL MILESTONE,
Randomisation Date,test_code,terms,PROTMLSTCD:RANDOMIZED,
Randomisation Date,test_name,terms,PROTMLST:RANDOMIZED,
"Erythrocytes in Urine, AE Requiring Additional Data",textual_finding_original_result,,,
"Erythrocytes in Urine, AE Requiring Additional Data",domain,terms,DOMAIN:LB,
"Erythrocytes in Urine, AE Requiring Additional Data",finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
"Erythrocytes in Urine, AE Requiring Additional Data",test_code,terms,LBTESTCD:RBC,
"Erythrocytes in Urine, AE Requiring Additional Data",test_name,terms,LBTEST:Erythrocytes,
"Erythrocytes in Urine, Urinalysis",categoric_finding_original_result,,,
"Erythrocytes in Urine, Urinalysis",specimen,,,
"Erythrocytes in Urine, Urinalysis",domain,terms,DOMAIN:LB,
"Erythrocytes in Urine, Urinalysis",finding_category,terms,FINDCAT:URINALYSIS,
"Erythrocytes in Urine, Urinalysis",test_code,terms,LBTESTCD:RBC,
"Erythrocytes in Urine, Urinalysis",test_name,terms,LBTEST:Erythrocytes,
Reason for Undetermined Death Cause 1,categoric_finding_original_result,,,
Reason for Undetermined Death Cause 1,domain,terms,DOMAIN:ZA,
Reason for Undetermined Death Cause 1,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Reason for Undetermined Death Cause 1,test_code,terms,ZATESTCD:REASDEA1,
Reason for Undetermined Death Cause 1,test_name,terms,ZATEST:Reason for Undetermined Cause of Death,
Respiratory Rate,numeric_finding_original_result,,,
Respiratory Rate,numeric_finding_original_result_unit,,,
Respiratory Rate,domain,terms,DOMAIN:VS,
Respiratory Rate,finding_category,terms,FINDCAT:VITAL SIGNS,
Respiratory Rate,unit_dimension,terms,UNITDIM:RESPIRATORY RATE,
Respiratory Rate,standard_unit,units,breaths/min,
Respiratory Rate,test_code,terms,VSTESTCD:RESP,
Respiratory Rate,test_name,terms,VSTEST:Respiratory Rate,
Seizure,categoric_finding_original_result,,,
Seizure,domain,terms,DOMAIN:ZA,
Seizure,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Seizure,test_code,terms,ZATESTCD:HYSEIZUR,
Seizure,test_name,terms,ZATEST:Seizure,
"Creatinine, AE Requiring Additional Data",numeric_finding_original_result,,,
"Creatinine, AE Requiring Additional Data",numeric_finding_original_result_unit,,,
"Creatinine, AE Requiring Additional Data",specimen,,,
"Creatinine, AE Requiring Additional Data",domain,terms,DOMAIN:LB,
"Creatinine, AE Requiring Additional Data",finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
"Creatinine, AE Requiring Additional Data",unit_dimension,terms,UNITDIM:CONCENTRATION,
"Creatinine, AE Requiring Additional Data",standard_unit,units,umol/L,
"Creatinine, AE Requiring Additional Data",molecular_weight,,,
"Creatinine, AE Requiring Additional Data",test_code,terms,LBTESTCD:CREAT,
"Creatinine, AE Requiring Additional Data",test_name,terms,LBTEST:Creatinine,
Severe Acute Upper Abdominal Pain,categoric_finding_original_result,,,
Severe Acute Upper Abdominal Pain,domain,terms,DOMAIN:ZA,
Severe Acute Upper Abdominal Pain,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Severe Acute Upper Abdominal Pain,test_code,terms,ZATESTCD:ACUTPAIN,
Severe Acute Upper Abdominal Pain,test_name,terms,ZATEST:Severe Acute Upper Abdominal Pain,
Severity of Pancreatitis,categoric_finding_original_result,,,
Severity of Pancreatitis,domain,terms,DOMAIN:ZA,
Severity of Pancreatitis,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Severity of Pancreatitis,test_code,terms,ZATESTCD:SEVPANCR,
Severity of Pancreatitis,test_name,terms,ZATEST:Severity of Pancreatitis,
Sex,categoric_finding_original_result,,,
Sex,domain,terms,DOMAIN:DM,
Sex,finding_category,terms,FINDCAT:DEMOGRAPHY,
"Sodium, AE Requiring Additional Data",numeric_finding_original_result,,,
"Sodium, AE Requiring Additional Data",numeric_finding_original_result_unit,,,
"Sodium, AE Requiring Additional Data",domain,terms,DOMAIN:LB,
"Sodium, AE Requiring Additional Data",finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
"Sodium, AE Requiring Additional Data",unit_dimension,terms,UNITDIM:CONCENTRATION,
"Sodium, AE Requiring Additional Data",standard_unit,units,mmol/L,
"Sodium, AE Requiring Additional Data",molecular_weight,,,
"Sodium, AE Requiring Additional Data",test_code,terms,LBTESTCD:SODIUM,
"Sodium, AE Requiring Additional Data",test_name,terms,LBTEST:Sodium,
"Sodium, Biochemistry",numeric_finding_original_result,,,
"Sodium, Biochemistry",numeric_finding_original_result_unit,,,
"Sodium, Biochemistry",specimen,,,
"Sodium, Biochemistry",domain,terms,DOMAIN:LB,
"Sodium, Biochemistry",finding_category,terms,FINDCAT:BIOCHEMISTRY,
"Sodium, Biochemistry",unit_dimension,terms,UNITDIM:CONCENTRATION,
"Sodium, Biochemistry",standard_unit,units,mmol/L,
"Sodium, Biochemistry",molecular_weight,,,
"Sodium, Biochemistry",loinc,,,
"Sodium, Biochemistry",test_code,terms,LBTESTCD:SODIUM,
"Sodium, Biochemistry",test_name,terms,LBTEST:Sodium,
Source of Adjudicated Event,categoric_finding_original_result,,,
Source of Adjudicated Event,domain,terms,DOMAIN:ZA,
Source of Adjudicated Event,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Source of Adjudicated Event,test_code,terms,ZATESTCD:SOURADEV,
Source of Adjudicated Event,test_name,terms,ZATEST:Source of Adjudicated Event,
Subject Fasting,categoric_finding_original_result,,,
Subject Fasting,domain,terms,DOMAIN:LB,
Subject Fasting,finding_category,terms,FINDCAT:COLLECTION OF SAMPLES,
Subject Fasting,test_code,terms,LBTESTCD:FASTYN,
Subject Fasting,test_name,terms,LBTEST:Subject Fasting,
Subject Died,categoric_finding_original_result,,,
Subject Died,domain,terms,DOMAIN:ZA,
Subject Died,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Subject Died,test_code,terms,ZATESTCD:SUBJDIED,
Subject Died,test_name,terms,ZATEST:Subject Died,
Symptom of Pancreatitis 1,categoric_finding_original_result,,,
Symptom of Pancreatitis 1,domain,terms,DOMAIN:ZA,
Symptom of Pancreatitis 1,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Symptom of Pancreatitis 1,test_code,terms,ZATESTCD:SYMPANC1,
Symptom of Pancreatitis 1,test_name,terms,ZATEST:Symptom of Pancreatitis 1,
Symptom of Pancreatitis 2,categoric_finding_original_result,,,
Symptom of Pancreatitis 2,domain,terms,DOMAIN:ZA,
Symptom of Pancreatitis 2,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Symptom of Pancreatitis 2,test_code,terms,ZATESTCD:SYMPANC2,
Symptom of Pancreatitis 2,test_name,terms,ZATEST:Symptom of Pancreatitis 2,
Symptom of Pancreatitis 3,categoric_finding_original_result,,,
Symptom of Pancreatitis 3,domain,terms,DOMAIN:ZA,
Symptom of Pancreatitis 3,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Symptom of Pancreatitis 3,test_code,terms,ZATESTCD:SYMPANC3,
Symptom of Pancreatitis 3,test_name,terms,ZATEST:Symptom of Pancreatitis 3,
Symptom of Unstable Angina Pectoris 1,categoric_finding_original_result,,,
Symptom of Unstable Angina Pectoris 1,domain,terms,DOMAIN:ZA,
Symptom of Unstable Angina Pectoris 1,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Symptom of Unstable Angina Pectoris 1,test_code,terms,ZATESTCD:SYMUNMI1,
Symptom of Unstable Angina Pectoris 1,test_name,terms,ZATEST:Symptom of Unstable Angina Pectoris 1,
Symptom of Unstable Angina Pectoris 2,categoric_finding_original_result,,,
Symptom of Unstable Angina Pectoris 2,domain,terms,DOMAIN:ZA,
Symptom of Unstable Angina Pectoris 2,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Symptom of Unstable Angina Pectoris 2,test_code,terms,ZATESTCD:SYMUNMI2,
Symptom of Unstable Angina Pectoris 2,test_name,terms,ZATEST:Symptom of Unstable Angina Pectoris 2,
Symptom of Unstable Angina Pectoris 3,categoric_finding_original_result,,,
Symptom of Unstable Angina Pectoris 3,domain,terms,DOMAIN:ZA,
Symptom of Unstable Angina Pectoris 3,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Symptom of Unstable Angina Pectoris 3,test_code,terms,ZATESTCD:SYMUNMI3,
Symptom of Unstable Angina Pectoris 3,test_name,terms,ZATEST:Symptom of Unstable Angina Pectoris 3,
Symptom of Unstable Angina Pectoris 4,categoric_finding_original_result,,,
Symptom of Unstable Angina Pectoris 4,domain,terms,DOMAIN:ZA,
Symptom of Unstable Angina Pectoris 4,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Symptom of Unstable Angina Pectoris 4,test_code,terms,ZATESTCD:SYMUNMI4,
Symptom of Unstable Angina Pectoris 4,test_name,terms,ZATEST:Symptom of Unstable Angina Pectoris 4,
Thrombocytes,numeric_finding_original_result,,,
Thrombocytes,numeric_finding_original_result_unit,,,
Thrombocytes,specimen,,,
Thrombocytes,domain,terms,DOMAIN:LB,
Thrombocytes,finding_category,terms,FINDCAT:HAEMATOLOGY,
Thrombocytes,unit_dimension,terms,UNITDIM:CELL COUNT,
Thrombocytes,standard_unit,units,10^9/L,
Thrombocytes,loinc,,,
Thrombocytes,test_code,terms,LBTESTCD:PLAT,
Thrombocytes,test_name,terms,LBTEST:Platelets,
Treadmill - Pain-Free Walking Distance on Flat Treadmill,numeric_finding_original_result,,,
Treadmill - Pain-Free Walking Distance on Flat Treadmill,numeric_finding_original_result_unit,,,
Treadmill - Pain-Free Walking Distance on Flat Treadmill,domain,terms,DOMAIN:FT,
Treadmill - Pain-Free Walking Distance on Flat Treadmill,finding_category,terms,FINDCAT:TREADMILL,
Treadmill - Pain-Free Walking Distance on Flat Treadmill,unit_dimension,terms,UNITDIM:LENGTH,
Treadmill - Pain-Free Walking Distance on Flat Treadmill,standard_unit,units,m,
Treadmill - Pain-Free Walking Distance on Flat Treadmill,test_code,terms,FTTN_TM01CD:TM0101,
Treadmill - Pain-Free Walking Distance on Flat Treadmill,test_name,terms,FTTN_TM01:TM01-Pain-Free Walk Distance Flat,
Treadmill - Pain-Free Walking Distance on Inclined Treadmill,numeric_finding_original_result,,,
Treadmill - Pain-Free Walking Distance on Inclined Treadmill,numeric_finding_original_result_unit,,,
Treadmill - Pain-Free Walking Distance on Inclined Treadmill,domain,terms,DOMAIN:FT,
Treadmill - Pain-Free Walking Distance on Inclined Treadmill,finding_category,terms,FINDCAT:TREADMILL,
Treadmill - Pain-Free Walking Distance on Inclined Treadmill,unit_dimension,terms,UNITDIM:LENGTH,
Treadmill - Pain-Free Walking Distance on Inclined Treadmill,standard_unit,units,m,
Treadmill - Pain-Free Walking Distance on Inclined Treadmill,test_code,terms,FTTN_TM01CD:TM0102,
Treadmill - Pain-Free Walking Distance on Inclined Treadmill,test_name,terms,FTTN_TM01:TM01-Pain-Free Walk Distance Inclined,
Treadmill - Max Walking Distance on Inclined Treadmill,numeric_finding_original_result,,,
Treadmill - Max Walking Distance on Inclined Treadmill,numeric_finding_original_result_unit,,,
Treadmill - Max Walking Distance on Inclined Treadmill,domain,terms,DOMAIN:FT,
Treadmill - Max Walking Distance on Inclined Treadmill,finding_category,terms,FINDCAT:TREADMILL,
Treadmill - Max Walking Distance on Inclined Treadmill,unit_dimension,terms,UNITDIM:LENGTH,
Treadmill - Max Walking Distance on Inclined Treadmill,standard_unit,units,m,
Treadmill - Max Walking Distance on Inclined Treadmill,test_code,terms,FTTN_TM01CD:TM0103,
Treadmill - Max Walking Distance on Inclined Treadmill,test_name,terms,FTTN_TM01:TM01-Max Walking Distance Inclined,
TOAST Classification,categoric_finding_original_result,,,
TOAST Classification,domain,terms,DOMAIN:ZA,
TOAST Classification,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
TOAST Classification,test_code,terms,ZATESTCD:TOASTCL,
TOAST Classification,test_name,terms,ZATEST:TOAST Classification,
"Total Protein, g/dL",numeric_finding_original_result,,,
"Total Protein, g/dL",numeric_finding_original_result_unit,,,
"Total Protein, g/dL",specimen,,,
"Total Protein, g/dL",domain,terms,DOMAIN:LB,
"Total Protein, g/dL",finding_category,terms,FINDCAT:BIOCHEMISTRY,
"Total Protein, g/dL",unit_dimension,terms,UNITDIM:CONCENTRATION,
"Total Protein, g/dL",standard_unit,units,g/dL,
"Total Protein, g/dL",test_code,terms,LBTESTCD:PROT,
"Total Protein, g/dL",test_name,terms,LBTEST:Protein,
Type of Heart Failure,categoric_finding_original_result,,,
Type of Heart Failure,domain,terms,DOMAIN:ZA,
Type of Heart Failure,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Type of Heart Failure,test_code,terms,ZATESTCD:TYHHEAFA,
Type of Heart Failure,test_name,terms,ZATEST:Type of Heart Failure,
Type of Myocardial Infarction,categoric_finding_original_result,,,
Type of Myocardial Infarction,domain,terms,DOMAIN:ZA,
Type of Myocardial Infarction,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Type of Myocardial Infarction,test_code,terms,ZATESTCD:TYMYOINF,
Type of Myocardial Infarction,test_name,terms,ZATEST:Type of Myocardial Infarction,
Type of Stroke,categoric_finding_original_result,,,
Type of Stroke,domain,terms,DOMAIN:ZA,
Type of Stroke,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Type of Stroke,test_code,terms,ZATESTCD:TYSTROKE,
Type of Stroke,test_name,terms,ZATEST:Type of Stroke,
Leukocytes,numeric_finding_original_result,,,
Leukocytes,numeric_finding_original_result_unit,,,
Leukocytes,specimen,,,
Leukocytes,domain,terms,DOMAIN:LB,
Leukocytes,finding_category,terms,FINDCAT:HAEMATOLOGY,
Leukocytes,unit_dimension,terms,UNITDIM:CELL COUNT,
Leukocytes,standard_unit,units,10^9/L,
Leukocytes,loinc,,,
Leukocytes,test_code,terms,LBTESTCD:WBC,
Leukocytes,test_name,terms,LBTEST:Leukocytes,
Unconscious/Coma,categoric_finding_original_result,,,
Unconscious/Coma,domain,terms,DOMAIN:ZA,
Unconscious/Coma,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Unconscious/Coma,test_code,terms,ZATESTCD:UNCOCOMA,
Unconscious/Coma,test_name,terms,ZATEST:Unconscious/Coma,
Undetermined Etiology Reason,categoric_finding_original_result,,,
Undetermined Etiology Reason,domain,terms,DOMAIN:ZA,
Undetermined Etiology Reason,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Undetermined Etiology Reason,test_code,terms,ZATESTCD:UNDETIRE,
Undetermined Etiology Reason,test_name,terms,ZATEST:Undetermined Etiology Reason,
Details in Source Data,categoric_finding_original_result,,,
Details in Source Data,domain,terms,DOMAIN:ZA,
Details in Source Data,finding_category,terms,FINDCAT:EVENT ADJUDICATION,
Details in Source Data,test_code,terms,ZATESTCD:UNDESOUR,
Details in Source Data,test_name,terms,ZATEST:Details in Source Data,
Urine Culture,textual_finding_original_result,,,
Urine Culture,specimen,,,
Urine Culture,domain,terms,DOMAIN:LB,
Urine Culture,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Urine Culture,test_code,terms,LBTESTCD:URNCULTR,
Urine Culture,test_name,terms,LBTEST:Urine Culture,
Urine Microscopy,textual_finding_original_result,,,
Urine Microscopy,specimen,,,
Urine Microscopy,domain,terms,DOMAIN:LB,
Urine Microscopy,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Urine Microscopy,test_code,terms,LBTESTCD:URNMICRO,
Urine Microscopy,test_name,terms,LBTEST:Urine Microscopy,
Have All Urine Samples Been Taken,categoric_finding_original_result,,,
Have All Urine Samples Been Taken,specimen,,,
Have All Urine Samples Been Taken,domain,terms,DOMAIN:LB,
Have All Urine Samples Been Taken,finding_category,terms,FINDCAT:COLLECTION OF SAMPLES,
Have All Urine Samples Been Taken,test_code,terms,LBTESTCD:LBALL,
Have All Urine Samples Been Taken,test_name,terms,LBTEST:Have All Samples Been Taken,
Urobilinogen,categoric_finding_original_result,,,
Urobilinogen,specimen,,,
Urobilinogen,domain,terms,DOMAIN:LB,
Urobilinogen,finding_category,terms,FINDCAT:URINALYSIS,
Urobilinogen,test_code,terms,LBTESTCD:UROBIL,
Urobilinogen,test_name,terms,LBTEST:Urobilinogen,
Urobilinogen Urine,categoric_finding_original_result,,,
Urobilinogen Urine,specimen,,,
Urobilinogen Urine,domain,terms,DOMAIN:LB,
Urobilinogen Urine,finding_category,terms,FINDCAT:URINALYSIS,
Urobilinogen Urine,test_code,terms,LBTESTCD:UROBIL,
Urobilinogen Urine,test_name,terms,LBTEST:Urobilinogen,
Waist Circumference,numeric_finding_original_result,,,
Waist Circumference,numeric_finding_original_result_unit,,,
Waist Circumference,domain,terms,DOMAIN:VS,
Waist Circumference,finding_category,terms,FINDCAT:BODY MEASUREMENT,
Waist Circumference,unit_dimension,terms,UNITDIM:LENGTH,
Waist Circumference,standard_unit,units,cm,
Waist Circumference,fasting_status,,,
Waist Circumference,test_code,terms,VSTESTCD:WSTCIR,
Waist Circumference,test_name,terms,VSTEST:Waist Circumference,
White Blood Cells,numeric_finding_original_result,,,
White Blood Cells,numeric_finding_original_result_unit,,,
White Blood Cells,domain,terms,DOMAIN:LB,
White Blood Cells,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
White Blood Cells,unit_dimension,terms,UNITDIM:CELL COUNT,
White Blood Cells,standard_unit,units,10^9/L,
White Blood Cells,test_code,terms,LBTESTCD:WBC,
White Blood Cells,test_name,terms,LBTEST:Leukocytes,
"Leukocytes in Urine, AE Requiring Additional Data",textual_finding_original_result,,,
"Leukocytes in Urine, AE Requiring Additional Data",specimen,,,
"Leukocytes in Urine, AE Requiring Additional Data",domain,terms,DOMAIN:LB,
"Leukocytes in Urine, AE Requiring Additional Data",finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
"Leukocytes in Urine, AE Requiring Additional Data",test_code,terms,LBTESTCD:WBC,
"Leukocytes in Urine, AE Requiring Additional Data",test_name,terms,LBTEST:Leukocytes,
"Leukocytes in Urine, Urinalysis",categoric_finding_original_result,,,
"Leukocytes in Urine, Urinalysis",specimen,,,
"Leukocytes in Urine, Urinalysis",domain,terms,DOMAIN:LB,
"Leukocytes in Urine, Urinalysis",finding_category,terms,FINDCAT:URINALYSIS,
"Leukocytes in Urine, Urinalysis",loinc,,,
"Leukocytes in Urine, Urinalysis",test_code,terms,LBTESTCD:WBC,
"Leukocytes in Urine, Urinalysis",test_name,terms,LBTEST:Leukocytes,
TestInstance,categoric_finding_original_result,,,
TestInstance,domain,terms,DOMAIN:FA,
TestInstance,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
TestInstance,finding_subcategory,terms,FINDSCAT:ACUTE KIDNEY INJURY CONDITIONS,
TestInstance,test_code,terms,FATESTCD:AKICONDI,
TestInstance,test_name,terms,FATEST:AKI-Conditions,
VersioningCheckInstance,categoric_finding_original_result,,,
VersioningCheckInstance,domain,terms,DOMAIN:FA,
VersioningCheckInstance,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
VersioningCheckInstance,finding_subcategory,terms,FINDSCAT:ACUTE KIDNEY INJURY CONDITIONS,
VersioningCheckInstance,test_code,terms,FATESTCD:AKICONDI,
VersioningCheckInstance,test_name,terms,FATEST:AKI-Conditions,
Instance for group check,categoric_finding_original_result,,,
Instance for group check,domain,terms,DOMAIN:FA,
Instance for group check,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Instance for group check,finding_subcategory,terms,FINDSCAT:ACUTE KIDNEY INJURY CONDITIONS,
Instance for group check,test_code,terms,FATESTCD:AKICONDI,
Instance for group check,test_name,terms,FATEST:AKI-Conditions,
Instance for subgroup check,categoric_finding_original_result,,,
Instance for subgroup check,domain,terms,DOMAIN:FA,
Instance for subgroup check,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
Instance for subgroup check,finding_subcategory,terms,FINDSCAT:ACUTE KIDNEY INJURY CONDITIONS,
Instance for subgroup check,test_code,terms,FATESTCD:AKICONDI,
Instance for subgroup check,test_name,terms,FATEST:AKI-Conditions,
DisplayInstance,categoric_finding_original_result,,,
DisplayInstance,domain,terms,DOMAIN:FA,
DisplayInstance,finding_category,terms,FINDCAT:AE REQUIRING ADDITIONAL DATA,
DisplayInstance,finding_subcategory,terms,FINDSCAT:ACUTE KIDNEY INJURY CONDITIONS,
DisplayInstance,test_code,terms,FATESTCD:AKICONDI,
DisplayInstance,test_name,terms,FATEST:AKI-Conditions,
